relation	predicate	count
OBO:uberon/core#sexually_homologous_to	biolink:related_to	3
OBO:uberon/core#site_of	biolink:related_to	6
OBO:uberon/core#subdivision_of	biolink:related_to	8
OBO:uberon/core#trunk_part_of	biolink:related_to	1
RO:0000053	biolink:related_to	67
RO:0000056	biolink:related_to	18
RO:0000086	biolink:related_to	74
RO:0000087	biolink:related_to	898
RO:0001015	biolink:related_to	13
RO:0001025	biolink:related_to	87
RO:0002002	biolink:related_to	1
RO:0002005	biolink:related_to	52
RO:0002007	biolink:related_to	35
RO:0002082	biolink:related_to	6
RO:0002087	biolink:related_to	2
RO:0002100	biolink:related_to	39
RO:0002103	biolink:related_to	4
RO:0002104	biolink:related_to	321
RO:0002120	biolink:related_to	2
RO:0002131	biolink:related_to	118
RO:0002134	biolink:related_to	78
RO:0002150	biolink:related_to	60
RO:0002159	biolink:related_to	1
RO:0002170	biolink:related_to	95
RO:0002176	biolink:related_to	321
RO:0002177	biolink:related_to	2
RO:0002178	biolink:related_to	85
RO:0002179	biolink:related_to	65
RO:0002180	biolink:related_to	4
RO:0002202	biolink:related_to	1011
RO:0002203	biolink:related_to	7
RO:0002207	biolink:related_to	2
RO:0002211	biolink:related_to	455
RO:0002212	biolink:related_to	389
RO:0002213	biolink:related_to	391
RO:0002215	biolink:related_to	248
RO:0002216	biolink:related_to	53
RO:0002219	biolink:related_to	25
RO:0002220	biolink:related_to	179
RO:0002221	biolink:related_to	41
RO:0002223	biolink:related_to	1
RO:0002225	biolink:related_to	4
RO:0002226	biolink:related_to	4
RO:0002229	biolink:related_to	1
RO:0002230	biolink:related_to	1
RO:0002252	biolink:related_to	55
RO:0002254	biolink:related_to	86
RO:0002256	biolink:related_to	18
RO:0002285	biolink:related_to	7
RO:0002292	biolink:related_to	1
RO:0002328	biolink:related_to	4
RO:0002351	biolink:related_to	13
RO:0002353	biolink:related_to	55
RO:0002371	biolink:related_to	97
RO:0002372	biolink:related_to	72
RO:0002373	biolink:related_to	81
RO:0002374	biolink:related_to	28
RO:0002376	biolink:related_to	32
RO:0002380	biolink:related_to	42
RO:0002385	biolink:related_to	12
RO:0002387	biolink:related_to	156
RO:0002388	biolink:related_to	1
RO:0002428	biolink:related_to	1
RO:0002433	biolink:related_to	208
RO:0002473	biolink:related_to	343
RO:0002488	biolink:related_to	17
RO:0002489	biolink:related_to	1
RO:0002491	biolink:related_to	7
RO:0002492	biolink:related_to	26
RO:0002493	biolink:related_to	5
RO:0002494	biolink:related_to	40
RO:0002495	biolink:related_to	54
RO:0002496	biolink:related_to	1
RO:0002497	biolink:related_to	1
RO:0002503	biolink:related_to	1
RO:0002551	biolink:related_to	60
RO:0002568	biolink:related_to	21
RO:0002570	biolink:related_to	30
RO:0002572	biolink:related_to	45
RO:0002576	biolink:related_to	19
RO:0003000	biolink:related_to	24
RO:0003001	biolink:related_to	35
RO:0015007	biolink:related_to	52
RO:0015008	biolink:related_to	52
RO:0015010	biolink:related_to	44
RO:0015011	biolink:related_to	5
RO:0015012	biolink:related_to	6
RO:0015015	biolink:related_to	50
RO:0015016	biolink:related_to	38
inverseOf	biolink:inverseOf	36
rdfs:subClassOf	biolink:subclass_of	44992
subPropertyOf	biolink:subPropertyOf	187
