relation	predicate	count
RO:0002491	biolink:related_to	9
RO:0002492	biolink:related_to	22
RO:0002493	biolink:related_to	5
RO:0002494	biolink:related_to	8
RO:0002495	biolink:related_to	31
RO:0002496	biolink:related_to	1
RO:0002497	biolink:related_to	1
RO:0002551	biolink:related_to	15
RO:0002565	biolink:related_to	38
RO:0002568	biolink:related_to	2
RO:0002570	biolink:related_to	7
RO:0002571	biolink:related_to	1
RO:0002572	biolink:related_to	32
RO:0002576	biolink:related_to	6
RO:0002588	biolink:related_to	36
RO:0002590	biolink:related_to	18
RO:0002592	biolink:related_to	54
RO:0002608	biolink:related_to	28
RO:0003000	biolink:related_to	11
RO:0003001	biolink:related_to	22
RO:0004007	biolink:related_to	65
RO:0004008	biolink:related_to	63
RO:0004009	biolink:related_to	310
RO:0012003	biolink:related_to	46
RO:0012008	biolink:related_to	16
RO:0015007	biolink:related_to	10
RO:0015008	biolink:related_to	10
RO:0015011	biolink:related_to	2
RO:0015012	biolink:related_to	2
inverseOf	biolink:inverseOf	53
rdfs:subClassOf	biolink:subclass_of	16530
subPropertyOf	biolink:subPropertyOf	305
type	biolink:type	18
