relation	predicate	count
RO:0002213	biolink:related_to	1372
RO:0002215	biolink:related_to	490
RO:0002216	biolink:related_to	100
RO:0002219	biolink:related_to	34
RO:0002220	biolink:related_to	241
RO:0002221	biolink:related_to	61
RO:0002223	biolink:related_to	1
RO:0002224	biolink:related_to	21
RO:0002225	biolink:related_to	4
RO:0002226	biolink:related_to	5
RO:0002229	biolink:related_to	1
RO:0002230	biolink:related_to	7
RO:0002231	biolink:related_to	21
RO:0002232	biolink:related_to	18
RO:0002234	biolink:related_to	1
RO:0002252	biolink:related_to	60
RO:0002254	biolink:related_to	90
RO:0002256	biolink:related_to	18
RO:0002285	biolink:related_to	8
RO:0002292	biolink:related_to	6
RO:0002295	biolink:related_to	1
RO:0002296	biolink:related_to	593
RO:0002297	biolink:related_to	176
RO:0002298	biolink:related_to	330
RO:0002299	biolink:related_to	70
RO:0002314	biolink:related_to	3190
RO:0002315	biolink:related_to	249
RO:0002328	biolink:related_to	4
RO:0002331	biolink:related_to	1
RO:0002332	biolink:related_to	57
RO:0002334	biolink:related_to	7
RO:0002338	biolink:related_to	172
RO:0002339	biolink:related_to	292
RO:0002341	biolink:related_to	39
RO:0002342	biolink:related_to	245
RO:0002343	biolink:related_to	24
RO:0002344	biolink:related_to	20
RO:0002348	biolink:related_to	58
RO:0002351	biolink:related_to	15
RO:0002353	biolink:related_to	5714
RO:0002356	biolink:related_to	22
RO:0002371	biolink:related_to	104
RO:0002372	biolink:related_to	78
RO:0002373	biolink:related_to	90
RO:0002374	biolink:related_to	22
RO:0002376	biolink:related_to	37
RO:0002380	biolink:related_to	34
RO:0002385	biolink:related_to	13
RO:0002387	biolink:related_to	180
RO:0002388	biolink:related_to	1
RO:0002428	biolink:related_to	1
RO:0002433	biolink:related_to	257
RO:0002473	biolink:related_to	396
RO:0002488	biolink:related_to	10
RO:0002489	biolink:related_to	1
RO:0002491	biolink:related_to	9
RO:0002492	biolink:related_to	30
RO:0002493	biolink:related_to	5
RO:0002494	biolink:related_to	42
RO:0002495	biolink:related_to	62
RO:0002496	biolink:related_to	1
RO:0002497	biolink:related_to	1
RO:0002503	biolink:related_to	3
RO:0002505	biolink:related_to	8
RO:0002551	biolink:related_to	64
RO:0002565	biolink:related_to	96
RO:0002568	biolink:related_to	21
RO:0002570	biolink:related_to	29
RO:0002572	biolink:related_to	13
RO:0002576	biolink:related_to	9
RO:0002578	biolink:related_to	22
RO:0002588	biolink:related_to	84
RO:0002590	biolink:related_to	35
RO:0002592	biolink:related_to	109
RO:0002608	biolink:related_to	79
RO:0002610	biolink:related_to	1
RO:0002629	biolink:related_to	25
RO:0002630	biolink:related_to	1
RO:0003000	biolink:related_to	38
RO:0003001	biolink:related_to	43
RO:0004007	biolink:related_to	395
RO:0004008	biolink:related_to	445
RO:0004009	biolink:related_to	2109
RO:0004020	biolink:related_to	27
RO:0004021	biolink:related_to	109
RO:0004022	biolink:related_to	45
RO:0004024	biolink:related_to	40
RO:0004026	biolink:related_to	1350
RO:0004027	biolink:related_to	195
RO:0004028	biolink:related_to	11
RO:0004029	biolink:related_to	85
RO:0004030	biolink:related_to	62
RO:0012001	biolink:related_to	21
RO:0012003	biolink:related_to	85
RO:0012008	biolink:related_to	28
RO:0013007	biolink:related_to	1
RO:0014001	biolink:related_to	35
RO:0015007	biolink:related_to	59
RO:0015008	biolink:related_to	58
RO:0015010	biolink:related_to	49
RO:0015011	biolink:related_to	2
RO:0015012	biolink:related_to	5
RO:0015015	biolink:related_to	67
RO:0015016	biolink:related_to	90
RO:0019000	biolink:related_to	78
RO:0019001	biolink:related_to	17
RO:0019002	biolink:related_to	17
RO:0020202	biolink:related_to	5
RO:0020203	biolink:related_to	6
inverseOf	biolink:inverseOf	56
rdfs:subClassOf	biolink:subclass_of	133968
subPropertyOf	biolink:subPropertyOf	324
type	biolink:type	19
