relation	predicate	count
RO:0002298	biolink:related_to	357
RO:0002299	biolink:related_to	70
RO:0002315	biolink:related_to	217
RO:0002322	biolink:related_to	6
RO:0002328	biolink:related_to	4
RO:0002332	biolink:related_to	34
RO:0002338	biolink:related_to	67
RO:0002339	biolink:related_to	132
RO:0002341	biolink:related_to	29
RO:0002342	biolink:related_to	95
RO:0002343	biolink:related_to	25
RO:0002344	biolink:related_to	15
RO:0002351	biolink:related_to	18
RO:0002352	biolink:related_to	1
RO:0002353	biolink:related_to	42
RO:0002371	biolink:related_to	169
RO:0002372	biolink:related_to	221
RO:0002373	biolink:related_to	233
RO:0002374	biolink:related_to	67
RO:0002376	biolink:related_to	142
RO:0002380	biolink:related_to	72
RO:0002385	biolink:related_to	13
RO:0002387	biolink:related_to	197
RO:0002388	biolink:related_to	1
RO:0002428	biolink:related_to	1
RO:0002433	biolink:related_to	358
RO:0002473	biolink:related_to	642
RO:0002488	biolink:related_to	14
RO:0002489	biolink:related_to	1
RO:0002491	biolink:related_to	15
RO:0002492	biolink:related_to	35
RO:0002493	biolink:related_to	5
RO:0002494	biolink:related_to	41
RO:0002495	biolink:related_to	62
RO:0002496	biolink:related_to	1
RO:0002497	biolink:related_to	1
RO:0002505	biolink:related_to	1
RO:0002551	biolink:related_to	79
RO:0002565	biolink:related_to	76
RO:0002568	biolink:related_to	49
RO:0002570	biolink:related_to	56
RO:0002572	biolink:related_to	32
RO:0002576	biolink:related_to	26
RO:0002588	biolink:related_to	49
RO:0002590	biolink:related_to	23
RO:0002592	biolink:related_to	73
RO:0002608	biolink:related_to	47
RO:0003000	biolink:related_to	38
RO:0003001	biolink:related_to	55
RO:0004007	biolink:related_to	161
RO:0004008	biolink:related_to	164
RO:0004009	biolink:related_to	855
RO:0012003	biolink:related_to	71
RO:0012008	biolink:related_to	18
RO:0013001	biolink:related_to	1
RO:0015011	biolink:related_to	2
RO:0015015	biolink:related_to	20
RO:0015016	biolink:related_to	20
RO:0019000	biolink:related_to	2
RO:0020101	biolink:related_to	11
RO:0020102	biolink:related_to	20
inverseOf	biolink:inverseOf	46
rdfs:subClassOf	biolink:subclass_of	45831
subPropertyOf	biolink:subPropertyOf	261
type	biolink:type	49
